#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0044772	Mitotic cell cycle phase transition	12	280	1.39	4.18e-11	9606.ENSP00000228872,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000311083,9606.ENSP00000345571,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNA1,CCNB1,CDK4,CDK2,CCNA2,CCNB2,CKS1B,E2F1,CKS2,CDK1,CDKN1A
GO:1901991	Negative regulation of mitotic cell cycle phase transition	11	219	1.46	9.47e-11	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,RIPK1,CDK2,MAD2L1,BUB1,E2F1,CDC20,CDK1,CDKN1A
GO:0007346	Regulation of mitotic cell cycle	15	676	1.11	1.12e-10	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000311083,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,RIPK1,KIF11,CDK2,MAD2L1,BUB1,CKS1B,MAP2K3,E2F1,CDC20,CKS2,CDK1,CDKN1A
GO:0001932	Regulation of protein phosphorylation	18	1459	0.85	2.48e-09	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CCNA2,CCNB2,CKS1B,STAT2,ADCY2,MAP2K3,CKS2,CDK1,CDKN1A,PBK,CAB39L
GO:0035556	Intracellular signal transduction	19	1712	0.81	2.67e-09	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000357305,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNB1,RIPK1,PIKFYVE,CDK2,CCNA2,ADCY2,MAP2K3,E2F1,RIT1,CDK1,MAPK8,CDKN1A,MAPK9,PBK,CFL1,CAB39L
GO:0051347	Positive regulation of transferase activity	14	705	1.06	2.90e-09	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000311083,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNB1,RIPK1,CKS1B,ADCY2,MAP2K3,CDC20,CKS2,CDK1,CDKN1A,PBK,CAB39L
GO:0007093	Mitotic cell cycle checkpoint	9	156	1.52	4.00e-09	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK2,MAD2L1,BUB1,E2F1,CDC20,CDK1,CDKN1A
GO:0050790	Regulation of catalytic activity	21	2386	0.7	6.38e-09	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000311083,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CCNA2,CCNB2,MAD2L1,CKS1B,ADCY2,MAP2K3,CDC20,CKS2,CDK1,MAPK8,CDKN1A,PBK,CAB39L
GO:0006468	Protein phosphorylation	15	952	0.96	8.21e-09	9606.ENSP00000217233,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,CCNB1,CDK4,RIPK1,CDK2,CCNA2,BUB1,MAP2K3,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK,CFL1
GO:2000134	Negative regulation of g1/s transition of mitotic cell cycle	8	107	1.63	8.21e-09	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,RIPK1,CDK2,E2F1,CDK1,CDKN1A
GO:0032147	Activation of protein kinase activity	11	376	1.23	1.22e-08	9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000311083,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000428489,9606.ENSP00000479669	TRAF2,CCNB1,RIPK1,CKS1B,ADCY2,MAP2K3,CKS2,CDK1,CDKN1A,PBK,CAB39L
GO:0000280	Nuclear division	10	291	1.3	2.25e-08	9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699	CCNA1,CCNB1,KIF11,CCNB2,MAD2L1,BUB1,CDC20,CKS2,ACTR2,CDK1
GO:0016310	Phosphorylation	16	1275	0.86	2.99e-08	9606.ENSP00000217233,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,CCNB1,CDK4,RIPK1,PIKFYVE,CDK2,CCNA2,BUB1,MAP2K3,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK,CFL1
GO:0045860	Positive regulation of protein kinase activity	12	550	1.1	3.00e-08	9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000311083,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000428489,9606.ENSP00000479669	CDKN1B,TRAF2,CCNB1,RIPK1,CKS1B,ADCY2,MAP2K3,CKS2,CDK1,CDKN1A,PBK,CAB39L
GO:0045786	Negative regulation of cell cycle	12	571	1.08	4.37e-08	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000479669	CDKN1B,CCNB1,CDK4,RIPK1,CDK2,MAD2L1,BUB1,E2F1,CDC20,CDK1,CDKN1A,CAB39L
GO:1901700	Response to oxygen-containing compound	17	1567	0.8	4.65e-08	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000432660	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,STAT2,ADCY2,E2F1,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,CFL1
GO:0071902	Positive regulation of protein serine/threonine kinase activity	10	348	1.22	9.25e-08	9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000311083,9606.ENSP00000345083,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000428489,9606.ENSP00000479669	CDKN1B,TRAF2,CCNB1,RIPK1,CKS1B,MAP2K3,CKS2,CDK1,PBK,CAB39L
GO:0007165	Signal transduction	26	4876	0.49	1.19e-07	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000294742,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000357305,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,PIKFYVE,CDK2,CCNA2,ARPC5,STAT2,ADCY2,MAP2K3,E2F1,RIT1,ACTR2,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1,CAB39L
GO:0051173	Positive regulation of nitrogen compound metabolic process	22	3239	0.59	1.29e-07	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,PBK,CAB39L
GO:0051247	Positive regulation of protein metabolic process	17	1715	0.76	1.61e-07	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000311083,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CKS1B,ADCY2,MAP2K3,CDC20,CKS2,CDK1,MAPK8,CDKN1A,MAPK9,PBK,CAB39L
GO:0031401	Positive regulation of protein modification process	15	1252	0.84	1.93e-07	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000311083,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNB1,RIPK1,CKS1B,ADCY2,MAP2K3,CDC20,CKS2,CDK1,CDKN1A,MAPK9,PBK,CAB39L
GO:0043085	Positive regulation of catalytic activity	16	1489	0.79	1.95e-07	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000311083,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNB1,RIPK1,CKS1B,ADCY2,MAP2K3,CDC20,CKS2,CDK1,MAPK8,CDKN1A,PBK,CAB39L
GO:0045787	Positive regulation of cell cycle	10	388	1.17	2.19e-07	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000311083,9606.ENSP00000345571,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,CDK2,MAD2L1,CKS1B,E2F1,CKS2,CDK1,CDKN1A
GO:0071156	Regulation of cell cycle arrest	7	110	1.56	2.52e-07	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,CDK2,E2F1,CDK1,CDKN1A
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	6	59	1.77	3.07e-07	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK2,E2F1,CDK1,CDKN1A
GO:0033043	Regulation of organelle organization	15	1306	0.82	3.13e-07	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000315768,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000432660	PFN1,CDKN1B,CCNB1,KIF11,PIKFYVE,ARPC5,MAD2L1,BUB1,STAT2,E2F1,CDC20,ACTR2,MAPK8,MAPK9,CFL1
GO:0031323	Regulation of cellular metabolic process	28	6239	0.41	4.02e-07	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,PIKFYVE,CDK2,CCNA2,CCNB2,MAD2L1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,HNRNPF,PBK,CAB39L
GO:0050794	Regulation of cellular process	34	10932	0.25	5.22e-07	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000357305,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,CCNA2,CCNB2,ARPC5,MAD2L1,BUB1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,RIT1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1,CAB39L
GO:0032270	Positive regulation of cellular protein metabolic process	16	1635	0.75	5.76e-07	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000311083,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CKS1B,ADCY2,MAP2K3,CDC20,CKS2,CDK1,CDKN1A,MAPK9,PBK,CAB39L
GO:0010564	Regulation of cell cycle process	12	760	0.96	5.89e-07	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,RIPK1,KIF11,CDK2,MAD2L1,BUB1,E2F1,CDC20,CDK1,CDKN1A
GO:0044843	Cell cycle g1/s phase transition	7	130	1.49	5.89e-07	9606.ENSP00000228872,9606.ENSP00000255465,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000345571,9606.ENSP00000384849	CDKN1B,CCNA1,CDK4,CDK2,CCNA2,E2F1,CDKN1A
GO:0051171	Regulation of nitrogen compound metabolic process	27	5836	0.43	6.08e-07	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,CCNB2,MAD2L1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,HNRNPF,PBK,CAB39L
GO:0010604	Positive regulation of macromolecule metabolic process	22	3600	0.55	6.57e-07	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,PBK,CAB39L
