#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0005622	Intracellular	39	14276	0.14	0.00061	9606.ENSP00000215530,9606.ENSP00000215832,9606.ENSP00000219476,9606.ENSP00000226004,9606.ENSP00000228825,9606.ENSP00000243501,9606.ENSP00000262741,9606.ENSP00000263238,9606.ENSP00000265960,9606.ENSP00000269321,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000328059,9606.ENSP00000329967,9606.ENSP00000338185,9606.ENSP00000340523,9606.ENSP00000340989,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000357804,9606.ENSP00000359073,9606.ENSP00000361021,9606.ENSP00000361930,9606.ENSP00000362588,9606.ENSP00000365807,9606.ENSP00000370744,9606.ENSP00000374455,9606.ENSP00000375711,9606.ENSP00000376352,9606.ENSP00000388169,9606.ENSP00000389631,9606.ENSP00000425561,9606.ENSP00000428209,9606.ENSP00000435412,9606.ENSP00000451828	FGF22,MAPK1,TSC2,DUSP3,ARPC3,PLA2G12A,PIK3R3,ACTR3,MAPKAP1,ARHGDIA,TIAM1,ARPC2,PITX2,RPTOR,UBE2N,PPP1CA,RLIM,TBK1,PLCB1,NMNAT3,SFN,RAC1,MTOR,THEM4,VAV3,PTEN,YWHAB,PBX3,GNA14,ITPR2,SQSTM1,AKT1S1,PDK1,ARPC4,ARPC1B,EIF4E,UBE2V2,RPS6KA1,AKT1
GO:0030054	Cell junction	15	2075	0.56	0.00063	9606.ENSP00000215832,9606.ENSP00000219476,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000326031,9606.ENSP00000338185,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000361021,9606.ENSP00000361930,9606.ENSP00000389631,9606.ENSP00000425561,9606.ENSP00000451828	MAPK1,TSC2,ARPC3,ACTR3,TIAM1,ARPC2,PPP1CA,PLCB1,RAC1,MTOR,PTEN,YWHAB,ARPC1B,EIF4E,AKT1
GO:0098978	Glutamatergic synapse	7	361	0.99	0.00081	9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000326031,9606.ENSP00000338185,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000425561	TIAM1,ARPC2,PPP1CA,PLCB1,RAC1,MTOR,EIF4E
GO:0035861	Site of double-strand break	4	60	1.52	0.00083	9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000295685,9606.ENSP00000388169	ARPC3,ACTR3,ARPC2,ARPC4
GO:0099524	Postsynaptic cytosol	3	18	1.92	0.00094	9606.ENSP00000354558,9606.ENSP00000361021,9606.ENSP00000425561	MTOR,PTEN,EIF4E
GO:0005925	Focal adhesion	7	405	0.94	0.0014	9606.ENSP00000215832,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000295685,9606.ENSP00000348461,9606.ENSP00000361930,9606.ENSP00000389631	MAPK1,ARPC3,ACTR3,ARPC2,RAC1,YWHAB,ARPC1B
GO:0031372	UBC13-MMS2 complex	2	2	2.7	0.0020	9606.ENSP00000316176,9606.ENSP00000428209	UBE2N,UBE2V2
GO:0005576	Extracellular region	20	4166	0.38	0.0027	9606.ENSP00000215530,9606.ENSP00000215832,9606.ENSP00000228825,9606.ENSP00000243501,9606.ENSP00000263238,9606.ENSP00000269321,9606.ENSP00000295685,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000338185,9606.ENSP00000340989,9606.ENSP00000348461,9606.ENSP00000361021,9606.ENSP00000361930,9606.ENSP00000365807,9606.ENSP00000374455,9606.ENSP00000388169,9606.ENSP00000389631,9606.ENSP00000425561,9606.ENSP00000428209	FGF22,MAPK1,ARPC3,PLA2G12A,ACTR3,ARHGDIA,ARPC2,UBE2N,PPP1CA,PLCB1,SFN,RAC1,PTEN,YWHAB,GNA14,SQSTM1,ARPC4,ARPC1B,EIF4E,UBE2V2
GO:0043227	Membrane-bounded organelle	36	12427	0.16	0.0029	9606.ENSP00000215530,9606.ENSP00000215832,9606.ENSP00000219476,9606.ENSP00000226004,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000265960,9606.ENSP00000269321,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000328059,9606.ENSP00000329967,9606.ENSP00000338185,9606.ENSP00000340523,9606.ENSP00000340989,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000357804,9606.ENSP00000361021,9606.ENSP00000361930,9606.ENSP00000362588,9606.ENSP00000365807,9606.ENSP00000370744,9606.ENSP00000374455,9606.ENSP00000375711,9606.ENSP00000376352,9606.ENSP00000388169,9606.ENSP00000389631,9606.ENSP00000425561,9606.ENSP00000428209,9606.ENSP00000435412,9606.ENSP00000451828	FGF22,MAPK1,TSC2,DUSP3,ARPC3,ACTR3,MAPKAP1,ARHGDIA,TIAM1,ARPC2,PITX2,RPTOR,UBE2N,PPP1CA,RLIM,TBK1,PLCB1,NMNAT3,SFN,RAC1,MTOR,THEM4,PTEN,YWHAB,PBX3,GNA14,ITPR2,SQSTM1,AKT1S1,PDK1,ARPC4,ARPC1B,EIF4E,UBE2V2,RPS6KA1,AKT1
GO:0045202	Synapse	11	1351	0.61	0.0032	9606.ENSP00000215832,9606.ENSP00000219476,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000326031,9606.ENSP00000338185,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000361021,9606.ENSP00000425561,9606.ENSP00000451828	MAPK1,TSC2,TIAM1,ARPC2,PPP1CA,PLCB1,RAC1,MTOR,PTEN,EIF4E,AKT1
GO:0005615	Extracellular space	17	3195	0.43	0.0037	9606.ENSP00000215530,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000269321,9606.ENSP00000295685,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000338185,9606.ENSP00000340989,9606.ENSP00000348461,9606.ENSP00000361930,9606.ENSP00000365807,9606.ENSP00000374455,9606.ENSP00000388169,9606.ENSP00000389631,9606.ENSP00000425561,9606.ENSP00000428209	FGF22,ARPC3,ACTR3,ARHGDIA,ARPC2,UBE2N,PPP1CA,PLCB1,SFN,RAC1,YWHAB,GNA14,SQSTM1,ARPC4,ARPC1B,EIF4E,UBE2V2
GO:0005654	Nucleoplasm	19	3973	0.38	0.0042	9606.ENSP00000215832,9606.ENSP00000226004,9606.ENSP00000265960,9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000328059,9606.ENSP00000329967,9606.ENSP00000338185,9606.ENSP00000354558,9606.ENSP00000361021,9606.ENSP00000370744,9606.ENSP00000374455,9606.ENSP00000375711,9606.ENSP00000376352,9606.ENSP00000428209,9606.ENSP00000435412,9606.ENSP00000451828	MAPK1,DUSP3,MAPKAP1,PITX2,RPTOR,UBE2N,PPP1CA,RLIM,TBK1,PLCB1,MTOR,PTEN,ITPR2,SQSTM1,AKT1S1,PDK1,UBE2V2,RPS6KA1,AKT1
GO:0031981	Nuclear lumen	21	4733	0.35	0.0042	9606.ENSP00000215530,9606.ENSP00000215832,9606.ENSP00000226004,9606.ENSP00000265960,9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000328059,9606.ENSP00000329967,9606.ENSP00000338185,9606.ENSP00000354558,9606.ENSP00000361021,9606.ENSP00000362588,9606.ENSP00000370744,9606.ENSP00000374455,9606.ENSP00000375711,9606.ENSP00000376352,9606.ENSP00000428209,9606.ENSP00000435412,9606.ENSP00000451828	FGF22,MAPK1,DUSP3,MAPKAP1,PITX2,RPTOR,UBE2N,PPP1CA,RLIM,TBK1,PLCB1,MTOR,PTEN,PBX3,ITPR2,SQSTM1,AKT1S1,PDK1,UBE2V2,RPS6KA1,AKT1
GO:0031931	TORC1 complex	2	5	2.3	0.0046	9606.ENSP00000307272,9606.ENSP00000354558	RPTOR,MTOR
GO:0042995	Cell projection	14	2287	0.49	0.0046	9606.ENSP00000215832,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000307272,9606.ENSP00000326031,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000357804,9606.ENSP00000361021,9606.ENSP00000374455,9606.ENSP00000388169,9606.ENSP00000451828	MAPK1,ARPC3,ACTR3,TIAM1,ARPC2,RPTOR,PPP1CA,RAC1,MTOR,THEM4,PTEN,SQSTM1,ARPC4,AKT1
GO:0043231	Intracellular membrane-bounded organelle	33	10761	0.19	0.0051	9606.ENSP00000215530,9606.ENSP00000215832,9606.ENSP00000219476,9606.ENSP00000226004,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000265960,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000328059,9606.ENSP00000329967,9606.ENSP00000338185,9606.ENSP00000340523,9606.ENSP00000340989,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000357804,9606.ENSP00000361021,9606.ENSP00000361930,9606.ENSP00000362588,9606.ENSP00000370744,9606.ENSP00000374455,9606.ENSP00000375711,9606.ENSP00000376352,9606.ENSP00000388169,9606.ENSP00000389631,9606.ENSP00000428209,9606.ENSP00000435412,9606.ENSP00000451828	FGF22,MAPK1,TSC2,DUSP3,ARPC3,ACTR3,MAPKAP1,TIAM1,ARPC2,PITX2,RPTOR,UBE2N,PPP1CA,RLIM,TBK1,PLCB1,NMNAT3,SFN,RAC1,MTOR,THEM4,PTEN,YWHAB,PBX3,ITPR2,SQSTM1,AKT1S1,PDK1,ARPC4,ARPC1B,UBE2V2,RPS6KA1,AKT1
GO:0070013	Intracellular organelle lumen	23	5857	0.29	0.0085	9606.ENSP00000215530,9606.ENSP00000215832,9606.ENSP00000226004,9606.ENSP00000265960,9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000328059,9606.ENSP00000329967,9606.ENSP00000338185,9606.ENSP00000340523,9606.ENSP00000354558,9606.ENSP00000357804,9606.ENSP00000361021,9606.ENSP00000362588,9606.ENSP00000370744,9606.ENSP00000374455,9606.ENSP00000375711,9606.ENSP00000376352,9606.ENSP00000428209,9606.ENSP00000435412,9606.ENSP00000451828	FGF22,MAPK1,DUSP3,MAPKAP1,PITX2,RPTOR,UBE2N,PPP1CA,RLIM,TBK1,PLCB1,NMNAT3,MTOR,THEM4,PTEN,PBX3,ITPR2,SQSTM1,AKT1S1,PDK1,UBE2V2,RPS6KA1,AKT1
GO:0030425	Dendrite	7	612	0.76	0.0093	9606.ENSP00000215832,9606.ENSP00000286827,9606.ENSP00000307272,9606.ENSP00000326031,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000361021	MAPK1,TIAM1,RPTOR,PPP1CA,RAC1,MTOR,PTEN
GO:0031252	Cell leading edge	6	425	0.85	0.0093	9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000348461,9606.ENSP00000357804	ARPC3,ACTR3,TIAM1,ARPC2,RAC1,THEM4
GO:0120025	Plasma membrane bounded cell projection	13	2193	0.47	0.0094	9606.ENSP00000215832,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000307272,9606.ENSP00000326031,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000357804,9606.ENSP00000361021,9606.ENSP00000374455,9606.ENSP00000451828	MAPK1,ARPC3,ACTR3,TIAM1,ARPC2,RPTOR,PPP1CA,RAC1,MTOR,THEM4,PTEN,SQSTM1,AKT1
GO:0031932	TORC2 complex	2	10	2.0	0.0107	9606.ENSP00000265960,9606.ENSP00000354558	MAPKAP1,MTOR
GO:0043229	Intracellular organelle	35	12528	0.15	0.0119	9606.ENSP00000215530,9606.ENSP00000215832,9606.ENSP00000219476,9606.ENSP00000226004,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000265960,9606.ENSP00000269321,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000328059,9606.ENSP00000329967,9606.ENSP00000338185,9606.ENSP00000340523,9606.ENSP00000340989,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000357804,9606.ENSP00000361021,9606.ENSP00000361930,9606.ENSP00000362588,9606.ENSP00000370744,9606.ENSP00000374455,9606.ENSP00000375711,9606.ENSP00000376352,9606.ENSP00000388169,9606.ENSP00000389631,9606.ENSP00000425561,9606.ENSP00000428209,9606.ENSP00000435412,9606.ENSP00000451828	FGF22,MAPK1,TSC2,DUSP3,ARPC3,ACTR3,MAPKAP1,ARHGDIA,TIAM1,ARPC2,PITX2,RPTOR,UBE2N,PPP1CA,RLIM,TBK1,PLCB1,NMNAT3,SFN,RAC1,MTOR,THEM4,PTEN,YWHAB,PBX3,ITPR2,SQSTM1,AKT1S1,PDK1,ARPC4,ARPC1B,EIF4E,UBE2V2,RPS6KA1,AKT1
GO:0043232	Intracellular non-membrane-bounded organelle	20	4880	0.31	0.0149	9606.ENSP00000215530,9606.ENSP00000215832,9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000269321,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000338185,9606.ENSP00000348461,9606.ENSP00000362588,9606.ENSP00000374455,9606.ENSP00000376352,9606.ENSP00000388169,9606.ENSP00000389631,9606.ENSP00000425561,9606.ENSP00000451828	FGF22,MAPK1,ARPC3,ACTR3,ARHGDIA,TIAM1,ARPC2,PITX2,RPTOR,UBE2N,PPP1CA,PLCB1,RAC1,PBX3,SQSTM1,PDK1,ARPC4,ARPC1B,EIF4E,AKT1
GO:0043197	Dendritic spine	4	173	1.06	0.0159	9606.ENSP00000286827,9606.ENSP00000326031,9606.ENSP00000348461,9606.ENSP00000361021	TIAM1,PPP1CA,RAC1,PTEN
GO:0030027	Lamellipodium	4	202	1.0	0.0264	9606.ENSP00000228825,9606.ENSP00000263238,9606.ENSP00000295685,9606.ENSP00000348461	ARPC3,ACTR3,ARPC2,RAC1
GO:0032587	Ruffle membrane	3	92	1.21	0.0314	9606.ENSP00000286827,9606.ENSP00000348461,9606.ENSP00000357804	TIAM1,RAC1,THEM4
GO:0005739	Mitochondrion	10	1611	0.49	0.0345	9606.ENSP00000215832,9606.ENSP00000340523,9606.ENSP00000340989,9606.ENSP00000354558,9606.ENSP00000357804,9606.ENSP00000361021,9606.ENSP00000361930,9606.ENSP00000374455,9606.ENSP00000376352,9606.ENSP00000451828	MAPK1,NMNAT3,SFN,MTOR,THEM4,PTEN,YWHAB,SQSTM1,PDK1,AKT1
GO:0016605	PML body	3	101	1.17	0.0392	9606.ENSP00000354558,9606.ENSP00000361021,9606.ENSP00000374455	MTOR,PTEN,SQSTM1
GO:0036464	Cytoplasmic ribonucleoprotein granule	4	231	0.94	0.0397	9606.ENSP00000307272,9606.ENSP00000348461,9606.ENSP00000374455,9606.ENSP00000425561	RPTOR,RAC1,SQSTM1,EIF4E
GO:0043005	Neuron projection	9	1366	0.52	0.0405	9606.ENSP00000215832,9606.ENSP00000228825,9606.ENSP00000286827,9606.ENSP00000295685,9606.ENSP00000307272,9606.ENSP00000326031,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000361021	MAPK1,ARPC3,TIAM1,ARPC2,RPTOR,PPP1CA,RAC1,MTOR,PTEN
