#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0019904	Protein domain specific binding	9	716	0.81	0.0010	9606.ENSP00000265563,9606.ENSP00000324173,9606.ENSP00000340944,9606.ENSP00000376345,9606.ENSP00000401399,9606.ENSP00000417273,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000479606	PRKAR2A,HSPA5,PTPN11,GRB2,MYD88,NCK1,ARF1,DDIT3,CLTC
GO:0005524	ATP binding	12	1464	0.63	0.0018	9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000305355,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000352157,9606.ENSP00000361014,9606.ENSP00000390651,9606.ENSP00000468348	MKNK2,RAF1,EGFR,CAMK4,HSP90B1,PRKCB,HSPA5,GSK3B,MAPK10,MKNK1,IRAK4,MAP2K6
GO:0019003	GDP binding	4	74	1.44	0.0019	9606.ENSP00000272519,9606.ENSP00000407586,9606.ENSP00000438492,9606.ENSP00000440005	RALB,HRAS,RAB40C,ARF1
GO:0031625	Ubiquitin protein ligase binding	6	296	1.02	0.0028	9606.ENSP00000265563,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806	PRKAR2A,RALB,EGFR,CALR,HSPA5,GSK3B
GO:1901363	Heterocyclic compound binding	23	5831	0.31	0.0095	9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000352157,9606.ENSP00000361014,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000438492,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	MKNK2,RAF1,PRKAR2A,RALB,EGFR,CAMK4,HSP90B1,PDIA3,PRKCB,CALR,HSPA5,GSK3B,P4HB,MAPK10,MKNK1,GRB2,IRAK4,HRAS,RAB40C,ARF1,DDIT3,MAP2K6,CLTC
GO:0005168	Neurotrophin trka receptor binding	2	6	2.23	0.0110	9606.ENSP00000244007,9606.ENSP00000376345	PLCG1,GRB2
GO:0097159	Organic cyclic compound binding	23	5916	0.3	0.0110	9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000352157,9606.ENSP00000361014,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000438492,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	MKNK2,RAF1,PRKAR2A,RALB,EGFR,CAMK4,HSP90B1,PDIA3,PRKCB,CALR,HSPA5,GSK3B,P4HB,MAPK10,MKNK1,GRB2,IRAK4,HRAS,RAB40C,ARF1,DDIT3,MAP2K6,CLTC
GO:0140096	Catalytic activity, acting on a protein	13	2116	0.5	0.0110	9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000352157,9606.ENSP00000361014,9606.ENSP00000390651,9606.ENSP00000468348	MKNK2,RAF1,EGFR,CAMK4,PDIA3,PRKCB,GSK3B,P4HB,PTPN11,MAPK10,MKNK1,IRAK4,MAP2K6
GO:0005126	Cytokine receptor binding	5	264	0.99	0.0153	9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399	IL4,PLCG1,GRB2,IRAK4,MYD88
GO:0070851	Growth factor receptor binding	4	138	1.17	0.0153	9606.ENSP00000231449,9606.ENSP00000352414,9606.ENSP00000376345,9606.ENSP00000390651	IL4,FGF17,GRB2,IRAK4
GO:0043560	Insulin receptor substrate binding	2	10	2.01	0.0214	9606.ENSP00000340944,9606.ENSP00000376345	PTPN11,GRB2
GO:0003824	Catalytic activity	21	5486	0.29	0.0322	9606.ENSP00000244007,9606.ENSP00000248572,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000361014,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000438492,9606.ENSP00000440005,9606.ENSP00000468348	PLCG1,GNGT1,MKNK2,RAF1,RALB,EGFR,CAMK4,PDIA3,PRKCB,HSPA5,GSK3B,P4HB,PTPN11,ARG1,MAPK10,MKNK1,IRAK4,HRAS,RAB40C,ARF1,MAP2K6
GO:0003924	GTPase activity	5	318	0.91	0.0322	9606.ENSP00000248572,9606.ENSP00000272519,9606.ENSP00000407586,9606.ENSP00000438492,9606.ENSP00000440005	GNGT1,RALB,HRAS,RAB40C,ARF1
GO:0005488	Binding	34	12516	0.15	0.0322	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000248572,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	FGF6,IL4,PLCG1,GNGT1,MKNK2,RAF1,PRKAR2A,RALB,EGFR,CAMK4,HSP90B1,PDIA3,PRKCB,CALR,HSPA5,GSK3B,P4HB,PTPN11,WDR45,ARG1,MAPK10,FGF17,MKNK1,IL2RG,GRB2,IRAK4,MYD88,HRAS,NCK1,RAB40C,ARF1,DDIT3,MAP2K6,CLTC
GO:0015037	Peptide disulfide oxidoreductase activity	2	13	1.9	0.0322	9606.ENSP00000300289,9606.ENSP00000327801	PDIA3,P4HB
GO:0030971	Receptor tyrosine kinase binding	3	72	1.33	0.0322	9606.ENSP00000244007,9606.ENSP00000340944,9606.ENSP00000417273	PLCG1,PTPN11,NCK1
GO:0034236	Protein kinase a catalytic subunit binding	2	13	1.9	0.0322	9606.ENSP00000265563,9606.ENSP00000324806	PRKAR2A,GSK3B
GO:0050839	Cell adhesion molecule binding	6	538	0.76	0.0424	9606.ENSP00000275493,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000417273	EGFR,CALR,HSPA5,P4HB,PTPN11,NCK1
GO:0005516	Calmodulin binding	4	201	1.01	0.0467	9606.ENSP00000250896,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000361014	MKNK2,EGFR,CAMK4,MKNK1
GO:0004708	MAP kinase kinase activity	2	18	1.76	0.0479	9606.ENSP00000352157,9606.ENSP00000468348	MAPK10,MAP2K6
