#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0016301	Kinase activity	8	732	0.74	0.0155	9606.ENSP00000215832,9606.ENSP00000262741,9606.ENSP00000329967,9606.ENSP00000354558,9606.ENSP00000374455,9606.ENSP00000376352,9606.ENSP00000435412,9606.ENSP00000451828	MAPK1,PIK3R3,TBK1,MTOR,SQSTM1,PDK1,RPS6KA1,AKT1
GO:0016772	Transferase activity, transferring phosphorus-containing groups	9	875	0.71	0.0155	9606.ENSP00000215832,9606.ENSP00000262741,9606.ENSP00000329967,9606.ENSP00000340523,9606.ENSP00000354558,9606.ENSP00000374455,9606.ENSP00000376352,9606.ENSP00000435412,9606.ENSP00000451828	MAPK1,PIK3R3,TBK1,NMNAT3,MTOR,SQSTM1,PDK1,RPS6KA1,AKT1
GO:0016773	Phosphotransferase activity, alcohol group as acceptor	8	670	0.78	0.0155	9606.ENSP00000215832,9606.ENSP00000262741,9606.ENSP00000329967,9606.ENSP00000354558,9606.ENSP00000374455,9606.ENSP00000376352,9606.ENSP00000435412,9606.ENSP00000451828	MAPK1,PIK3R3,TBK1,MTOR,SQSTM1,PDK1,RPS6KA1,AKT1
GO:0019902	Phosphatase binding	5	194	1.11	0.0155	9606.ENSP00000215832,9606.ENSP00000219476,9606.ENSP00000326031,9606.ENSP00000329967,9606.ENSP00000451828	MAPK1,TSC2,PPP1CA,TBK1,AKT1
GO:1990782	Protein tyrosine kinase binding	4	99	1.31	0.0155	9606.ENSP00000226004,9606.ENSP00000286827,9606.ENSP00000361021,9606.ENSP00000374455	DUSP3,TIAM1,PTEN,SQSTM1
GO:0001006	RNA polymerase III type 3 promoter sequence-specific DNA binding	2	6	2.22	0.0180	9606.ENSP00000307272,9606.ENSP00000354558	RPTOR,MTOR
GO:0004712	Protein serine/threonine/tyrosine kinase activity	3	45	1.52	0.0180	9606.ENSP00000215832,9606.ENSP00000435412,9606.ENSP00000451828	MAPK1,RPS6KA1,AKT1
GO:0044877	Protein-containing complex binding	10	1216	0.62	0.0180	9606.ENSP00000304169,9606.ENSP00000307272,9606.ENSP00000326031,9606.ENSP00000348461,9606.ENSP00000354558,9606.ENSP00000361021,9606.ENSP00000361930,9606.ENSP00000365807,9606.ENSP00000374455,9606.ENSP00000389631	PITX2,RPTOR,PPP1CA,RAC1,MTOR,PTEN,YWHAB,GNA14,SQSTM1,ARPC1B
GO:0140096	Catalytic activity, acting on a protein	13	2116	0.49	0.0195	9606.ENSP00000215832,9606.ENSP00000226004,9606.ENSP00000316176,9606.ENSP00000326031,9606.ENSP00000328059,9606.ENSP00000329967,9606.ENSP00000354558,9606.ENSP00000361021,9606.ENSP00000374455,9606.ENSP00000376352,9606.ENSP00000428209,9606.ENSP00000435412,9606.ENSP00000451828	MAPK1,DUSP3,UBE2N,PPP1CA,RLIM,TBK1,MTOR,PTEN,SQSTM1,PDK1,UBE2V2,RPS6KA1,AKT1
GO:0030234	Enzyme regulator activity	9	1044	0.64	0.0219	9606.ENSP00000219476,9606.ENSP00000262741,9606.ENSP00000269321,9606.ENSP00000307272,9606.ENSP00000338185,9606.ENSP00000340989,9606.ENSP00000359073,9606.ENSP00000435412,9606.ENSP00000451828	TSC2,PIK3R3,ARHGDIA,RPTOR,PLCB1,SFN,VAV3,RPS6KA1,AKT1
GO:0031267	Small gtpase binding	6	418	0.86	0.0219	9606.ENSP00000219476,9606.ENSP00000265960,9606.ENSP00000269321,9606.ENSP00000286827,9606.ENSP00000348461,9606.ENSP00000359073	TSC2,MAPKAP1,ARHGDIA,TIAM1,RAC1,VAV3
GO:0045309	Protein phosphorylated amino acid binding	3	53	1.45	0.0219	9606.ENSP00000215832,9606.ENSP00000262741,9606.ENSP00000361930	MAPK1,PIK3R3,YWHAB
GO:0048365	Rac GTPase binding	3	65	1.36	0.0360	9606.ENSP00000269321,9606.ENSP00000286827,9606.ENSP00000359073	ARHGDIA,TIAM1,VAV3
GO:0030971	Receptor tyrosine kinase binding	3	72	1.32	0.0465	9606.ENSP00000226004,9606.ENSP00000286827,9606.ENSP00000374455	DUSP3,TIAM1,SQSTM1
