#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0006950	Response to stress	26	3485	0.58	9.91e-09	9606.ENSP00000231449,9606.ENSP00000248572,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000270517,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000448665,9606.ENSP00000468348	IL4,GNGT1,RAF1,PRKAR2A,ECSIT,RALB,EGFR,CAMK4,HSP90B1,PDIA3,PRKCB,CALR,HSPA5,GSK3B,P4HB,PTPN11,WDR45,ARG1,MAPK10,GRB2,IRAK4,MYD88,HRAS,NCK1,DDIT3,MAP2K6
GO:0019538	Protein metabolic process	28	4251	0.53	1.20e-08	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	FGF6,IL4,MKNK2,RAF1,EGFR,CAMK4,HSP90B1,PDIA3,PRKCB,PPP2R1B,CALR,HSPA5,GSK3B,P4HB,PTPN11,WDR45,MAPK10,FGF17,MKNK1,IL2RG,GRB2,IRAK4,HRAS,NCK1,RAB40C,DDIT3,MAP2K6,CLTC
GO:0006796	Phosphate-containing compound metabolic process	21	2107	0.71	2.01e-08	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000324806,9606.ENSP00000340944,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000440005,9606.ENSP00000468348	FGF6,IL4,PLCG1,MKNK2,RAF1,EGFR,CAMK4,PRKCB,PPP2R1B,GSK3B,PTPN11,MAPK10,FGF17,MKNK1,IL2RG,GRB2,IRAK4,HRAS,NCK1,ARF1,MAP2K6
GO:0009967	Positive regulation of signal transduction	19	1654	0.77	2.45e-08	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324806,9606.ENSP00000340944,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000448665,9606.ENSP00000468348	FGF6,IL4,RAF1,EGFR,PDIA3,PRKCB,PPP2R1B,CALR,GSK3B,PTPN11,MAPK10,FGF17,GRB2,IRAK4,MYD88,HRAS,NCK1,DDIT3,MAP2K6
GO:0044267	Cellular protein metabolic process	26	3696	0.56	2.82e-08	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	FGF6,IL4,MKNK2,RAF1,EGFR,CAMK4,HSP90B1,PRKCB,PPP2R1B,HSPA5,GSK3B,P4HB,PTPN11,WDR45,MAPK10,FGF17,MKNK1,IL2RG,GRB2,IRAK4,HRAS,NCK1,RAB40C,DDIT3,MAP2K6,CLTC
GO:0033554	Cellular response to stress	19	1725	0.75	4.51e-08	9606.ENSP00000248572,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000448665,9606.ENSP00000468348	GNGT1,RALB,EGFR,HSP90B1,PDIA3,CALR,HSPA5,GSK3B,P4HB,PTPN11,WDR45,ARG1,MAPK10,GRB2,IRAK4,HRAS,NCK1,DDIT3,MAP2K6
GO:0048584	Positive regulation of response to stimulus	21	2257	0.68	5.52e-08	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324806,9606.ENSP00000340944,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000448665,9606.ENSP00000468348	FGF6,IL4,PLCG1,RAF1,EGFR,PDIA3,PRKCB,PPP2R1B,CALR,GSK3B,PTPN11,ARG1,MAPK10,FGF17,GRB2,IRAK4,MYD88,HRAS,NCK1,DDIT3,MAP2K6
GO:0010646	Regulation of cell communication	25	3514	0.56	6.85e-08	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000275493,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000468348	FGF6,IL4,PLCG1,RAF1,PRKAR2A,EGFR,PDIA3,PRKCB,PPP2R1B,CALR,HSPA5,GSK3B,P4HB,PTPN11,ARG1,MAPK10,FGF17,GRB2,IRAK4,MYD88,HRAS,NCK1,ARF1,DDIT3,MAP2K6
GO:0023051	Regulation of signaling	25	3553	0.56	8.36e-08	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000275493,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000468348	FGF6,IL4,PLCG1,RAF1,PRKAR2A,EGFR,PDIA3,PRKCB,PPP2R1B,CALR,HSPA5,GSK3B,P4HB,PTPN11,ARG1,MAPK10,FGF17,GRB2,IRAK4,MYD88,HRAS,NCK1,ARF1,DDIT3,MAP2K6
GO:1901564	Organonitrogen compound metabolic process	29	5244	0.45	1.55e-07	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	FGF6,IL4,MKNK2,RAF1,EGFR,CAMK4,HSP90B1,PDIA3,PRKCB,PPP2R1B,CALR,HSPA5,GSK3B,P4HB,PTPN11,WDR45,ARG1,MAPK10,FGF17,MKNK1,IL2RG,GRB2,IRAK4,HRAS,NCK1,RAB40C,DDIT3,MAP2K6,CLTC
GO:1902533	Positive regulation of intracellular signal transduction	15	1041	0.87	2.01e-07	9606.ENSP00000228837,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000305355,9606.ENSP00000320866,9606.ENSP00000340944,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000448665,9606.ENSP00000468348	FGF6,RAF1,EGFR,PRKCB,CALR,PTPN11,MAPK10,FGF17,GRB2,IRAK4,MYD88,HRAS,NCK1,DDIT3,MAP2K6
GO:0006464	Cellular protein modification process	23	3063	0.59	2.06e-07	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000468348	FGF6,IL4,MKNK2,RAF1,EGFR,CAMK4,HSP90B1,PRKCB,PPP2R1B,GSK3B,P4HB,PTPN11,WDR45,MAPK10,FGF17,MKNK1,IL2RG,GRB2,IRAK4,HRAS,NCK1,RAB40C,MAP2K6
GO:0009966	Regulation of signal transduction	23	3107	0.58	2.56e-07	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000275493,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000448665,9606.ENSP00000468348	FGF6,IL4,RAF1,PRKAR2A,EGFR,PDIA3,PRKCB,PPP2R1B,CALR,HSPA5,GSK3B,P4HB,PTPN11,ARG1,MAPK10,FGF17,GRB2,IRAK4,MYD88,HRAS,NCK1,DDIT3,MAP2K6
GO:1902531	Regulation of intracellular signal transduction	18	1807	0.71	5.73e-07	9606.ENSP00000228837,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000275493,9606.ENSP00000305355,9606.ENSP00000320866,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000448665,9606.ENSP00000468348	FGF6,RAF1,PRKAR2A,EGFR,PRKCB,CALR,GSK3B,P4HB,PTPN11,MAPK10,FGF17,GRB2,IRAK4,MYD88,HRAS,NCK1,DDIT3,MAP2K6
GO:0048522	Positive regulation of cellular process	29	5579	0.43	5.94e-07	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000312988,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000468348	FGF6,IL4,PLCG1,RAF1,PRKAR2A,RALB,EGFR,CAMK4,PDIA3,PRKCB,PPP2R1B,NFKBIB,CALR,HSPA5,GSK3B,P4HB,PTPN11,ARG1,MAPK10,FGF17,IL2RG,GRB2,IRAK4,MYD88,HRAS,NCK1,ARF1,DDIT3,MAP2K6
GO:0000165	MAPK cascade	10	370	1.14	7.33e-07	9606.ENSP00000228837,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000468348	FGF6,RAF1,EGFR,MAPK10,FGF17,IL2RG,GRB2,IRAK4,HRAS,MAP2K6
GO:0044238	Primary metabolic process	32	7332	0.35	1.56e-06	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000312988,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	FGF6,IL4,PLCG1,MKNK2,RAF1,EGFR,CAMK4,HSP90B1,PDIA3,PRKCB,PPP2R1B,NFKBIB,CALR,HSPA5,GSK3B,P4HB,PTPN11,WDR45,ARG1,MAPK10,FGF17,MKNK1,IL2RG,GRB2,IRAK4,HRAS,NCK1,RAB40C,ARF1,DDIT3,MAP2K6,CLTC
GO:0044260	Cellular macromolecule metabolic process	27	4976	0.45	1.75e-06	9606.ENSP00000228837,9606.ENSP00000231449,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000312988,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000352157,9606.ENSP00000352414,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	FGF6,IL4,MKNK2,RAF1,EGFR,CAMK4,HSP90B1,PRKCB,PPP2R1B,NFKBIB,HSPA5,GSK3B,P4HB,PTPN11,WDR45,MAPK10,FGF17,MKNK1,IL2RG,GRB2,IRAK4,HRAS,NCK1,RAB40C,DDIT3,MAP2K6,CLTC
GO:0036500	ATF6-mediated unfolded protein response	4	9	2.36	2.86e-06	9606.ENSP00000299767,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000448665	HSP90B1,CALR,HSPA5,DDIT3
GO:0009605	Response to external stimulus	19	2310	0.63	3.03e-06	9606.ENSP00000231449,9606.ENSP00000244007,9606.ENSP00000248572,9606.ENSP00000251849,9606.ENSP00000270517,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000312988,9606.ENSP00000324173,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000440005,9606.ENSP00000448665	IL4,PLCG1,GNGT1,RAF1,ECSIT,RALB,EGFR,NFKBIB,HSPA5,PTPN11,WDR45,ARG1,GRB2,IRAK4,MYD88,HRAS,NCK1,ARF1,DDIT3
