#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0017076	Purine nucleotide binding	16	1878	0.69	5.48e-06	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000357305,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,PFN1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,BUB1,ADCY2,MAP2K3,RIT1,ACTR2,CDK1,MAPK8,MAPK9,PBK
GO:0019899	Enzyme binding	17	2239	0.64	7.52e-06	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000274026,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378974,9606.ENSP00000384849	TRIB3,PFN1,CDKN1B,TRAF2,CCNB1,RIPK1,KIF11,CCNA2,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,MAPK8,CDKN1A
GO:0004674	Protein serine/threonine kinase activity	9	437	1.07	9.67e-06	9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	CDK4,RIPK1,CDK2,BUB1,MAP2K3,CDK1,MAPK8,MAPK9,PBK
GO:0005524	ATP binding	14	1464	0.74	1.14e-05	9606.ENSP00000217233,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,BUB1,ADCY2,MAP2K3,ACTR2,CDK1,MAPK8,MAPK9,PBK
GO:0035639	Purine ribonucleoside triphosphate binding	15	1799	0.68	1.74e-05	9606.ENSP00000217233,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000357305,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,BUB1,ADCY2,MAP2K3,RIT1,ACTR2,CDK1,MAPK8,MAPK9,PBK
GO:0032555	Purine ribonucleotide binding	15	1864	0.67	2.35e-05	9606.ENSP00000217233,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000357305,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,BUB1,ADCY2,MAP2K3,RIT1,ACTR2,CDK1,MAPK8,MAPK9,PBK
GO:0030295	Protein kinase activator activity	5	87	1.52	6.88e-05	9606.ENSP00000256442,9606.ENSP00000311083,9606.ENSP00000364976,9606.ENSP00000384849,9606.ENSP00000479669	CCNB1,CKS1B,CKS2,CDKN1A,CAB39L
GO:0061575	Cyclin-dependent protein serine/threonine kinase activator activity	3	9	2.28	0.00013	9606.ENSP00000256442,9606.ENSP00000311083,9606.ENSP00000364976	CCNB1,CKS1B,CKS2
GO:0043539	Protein serine/threonine kinase activator activity	4	42	1.74	0.00014	9606.ENSP00000256442,9606.ENSP00000311083,9606.ENSP00000364976,9606.ENSP00000479669	CCNB1,CKS1B,CKS2,CAB39L
GO:0043168	Anion binding	16	2805	0.52	0.00058	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000357305,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,PFN1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,BUB1,ADCY2,MAP2K3,RIT1,ACTR2,CDK1,MAPK8,MAPK9,PBK
GO:0016740	Transferase activity	14	2170	0.57	0.00073	9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489	TRAF2,CCNB1,CDK4,RIPK1,PIKFYVE,CDK2,BUB1,MAP2K3,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK
GO:0044389	Ubiquitin-like protein ligase binding	6	312	1.04	0.0016	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000315768,9606.ENSP00000384849	TRIB3,TRAF2,CCNB1,RIPK1,STAT2,CDKN1A
GO:0004693	Cyclin-dependent protein serine/threonine kinase activity	3	30	1.76	0.0025	9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000378699	CDK4,CDK2,CDK1
GO:0004705	JUN kinase activity	2	3	2.58	0.0027	9606.ENSP00000378974,9606.ENSP00000394560	MAPK8,MAPK9
GO:0140096	Catalytic activity, acting on a protein	13	2116	0.55	0.0027	9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489	TRAF2,CCNB1,CDK4,RIPK1,CDK2,BUB1,MAP2K3,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK
GO:0005488	Binding	32	12516	0.17	0.0044	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000357305,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,PFN1,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,CCNA2,CCNB2,ARPC5,MAD2L1,BUB1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,RIT1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1
GO:0098772	Molecular function regulator	16	3422	0.43	0.0059	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,CCNA1,CCNB1,CDK4,CCNA2,CCNB2,CKS1B,STAT2,E2F1,CDC20,CKS2,MAPK8,CDKN1A,CAB39L
GO:0004712	Protein serine/threonine/tyrosine kinase activity	3	45	1.58	0.0065	9606.ENSP00000345083,9606.ENSP00000394560,9606.ENSP00000428489	MAP2K3,MAPK9,PBK
GO:0004860	Protein kinase inhibitor activity	3	65	1.42	0.0179	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000384849	TRIB3,CDKN1B,CDKN1A
GO:0004861	Cyclin-dependent protein serine/threonine kinase inhibitor activity	2	12	1.98	0.0207	9606.ENSP00000228872,9606.ENSP00000384849	CDKN1B,CDKN1A
GO:0035173	Histone kinase activity	2	16	1.86	0.0331	9606.ENSP00000256442,9606.ENSP00000378699	CCNB1,CDK1
GO:0004708	MAP kinase kinase activity	2	18	1.81	0.0400	9606.ENSP00000345083,9606.ENSP00000428489	MAP2K3,PBK
GO:0055106	Ubiquitin-protein transferase regulator activity	2	20	1.76	0.0475	9606.ENSP00000217233,9606.ENSP00000361540	TRIB3,CDC20
