#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0097123	Cyclin a1-cdk2 complex	2	2	2.76	0.0019	9606.ENSP00000255465,9606.ENSP00000266970	CCNA1,CDK2
GO:0097125	Cyclin b1-cdk1 complex	2	2	2.76	0.0019	9606.ENSP00000256442,9606.ENSP00000378699	CCNB1,CDK1
GO:0000942	Condensed nuclear chromosome outer kinetochore	2	4	2.46	0.0041	9606.ENSP00000256442,9606.ENSP00000302530	CCNB1,BUB1
GO:0005856	Cytoskeleton	13	2221	0.53	0.0043	9606.ENSP00000225655,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000432660	PFN1,CCNA1,CCNB1,KIF11,CDK2,CCNB2,ARPC5,MAD2L1,E2F1,CDC20,ACTR2,CDK1,CFL1
GO:0005737	Cytoplasm	30	11428	0.18	0.0142	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000432660,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,CCNA2,CCNB2,ARPC5,MAD2L1,BUB1,STAT2,ADCY2,MAP2K3,E2F1,CDC20,ACTR2,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,CFL1,CAB39L
GO:0000922	Spindle pole	4	161	1.16	0.0147	9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000296509,9606.ENSP00000361540	CCNB1,KIF11,MAD2L1,CDC20
GO:0015630	Microtubule cytoskeleton	9	1219	0.63	0.0147	9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699	CCNA1,CCNB1,KIF11,CDK2,CCNB2,MAD2L1,E2F1,CDC20,CDK1
GO:0043231	Intracellular membrane-bounded organelle	29	10761	0.19	0.0147	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,CCNA2,CCNB2,ARPC5,MAD2L1,BUB1,CKS1B,STAT2,MAP2K3,E2F1,CDC20,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,HNRNPF,PBK,CFL1
GO:0005885	Arp2/3 protein complex	2	11	2.02	0.0157	9606.ENSP00000294742,9606.ENSP00000367220	ARPC5,ACTR2
GO:0098687	Chromosomal region	5	318	0.96	0.0157	9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000378699	CCNB1,CDK2,MAD2L1,BUB1,CDK1
GO:0005622	Intracellular	33	14276	0.12	0.0198	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,CCNA2,CCNB2,ARPC5,MAD2L1,BUB1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1,CAB39L
GO:0005819	Spindle	5	353	0.91	0.0208	9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000378699	CCNB1,KIF11,MAD2L1,CDC20,CDK1
GO:0042025	Host cell nucleus	4	190	1.08	0.0208	9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000274026,9606.ENSP00000288207	CCNA1,CCNB1,CCNA2,CCNB2
GO:0005813	Centrosome	6	565	0.79	0.0212	9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000288207,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699	CCNB1,CDK2,CCNB2,E2F1,CDC20,CDK1
GO:0005694	Chromosome	10	1712	0.53	0.0231	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000315768,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699	CCNB1,CDK4,CDK2,ARPC5,MAD2L1,BUB1,STAT2,E2F1,ACTR2,CDK1
GO:0000793	Condensed chromosome	4	216	1.03	0.0250	9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000302530	CCNB1,CDK2,MAD2L1,BUB1
GO:0000777	Condensed chromosome kinetochore	3	106	1.21	0.0385	9606.ENSP00000256442,9606.ENSP00000296509,9606.ENSP00000302530	CCNB1,MAD2L1,BUB1
