#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0031410	Cytoplasmic vesicle	15	2386	0.51	0.0024	9606.ENSP00000275493,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000327801,9606.ENSP00000349446,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000438492,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000479606	EGFR,HSP90B1,PDIA3,CALR,HSPA5,P4HB,ARG1,IL2RG,GRB2,IRAK4,MYD88,RAB40C,ARF1,DDIT3,CLTC
GO:0098805	Whole membrane	12	1715	0.56	0.0069	9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000275493,9606.ENSP00000300289,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000440005,9606.ENSP00000479606	RAF1,PRKAR2A,EGFR,PDIA3,PPP2R1B,CALR,WDR45,ARG1,IRAK4,MYD88,ARF1,CLTC
GO:0098978	Glutamatergic synapse	6	361	0.93	0.0069	9606.ENSP00000244007,9606.ENSP00000282356,9606.ENSP00000324806,9606.ENSP00000352157,9606.ENSP00000407586,9606.ENSP00000440005	PLCG1,CAMK4,GSK3B,MAPK10,HRAS,ARF1
GO:0070062	Extracellular exosome	13	2099	0.5	0.0092	9606.ENSP00000265563,9606.ENSP00000272519,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000327801,9606.ENSP00000376345,9606.ENSP00000440005,9606.ENSP00000479606	PRKAR2A,RALB,CAMK4,HSP90B1,PDIA3,PRKCB,PPP2R1B,CALR,HSPA5,P4HB,GRB2,ARF1,CLTC
GO:0042824	MHC class I peptide loading complex	2	7	2.17	0.0101	9606.ENSP00000300289,9606.ENSP00000320866	PDIA3,CALR
GO:0005737	Cytoplasm	33	11428	0.17	0.0114	9606.ENSP00000244007,9606.ENSP00000248572,9606.ENSP00000250896,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000270517,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000312988,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000361014,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000468348,9606.ENSP00000479606	PLCG1,GNGT1,MKNK2,RAF1,PRKAR2A,ECSIT,EGFR,CAMK4,HSP90B1,PDIA3,PRKCB,PPP2R1B,NFKBIB,CALR,HSPA5,GSK3B,P4HB,PTPN11,WDR45,ARG1,MAPK10,MKNK1,IL2RG,GRB2,IRAK4,MYD88,HRAS,NCK1,RAB40C,ARF1,DDIT3,MAP2K6,CLTC
GO:0016020	Membrane	29	9072	0.22	0.0119	9606.ENSP00000228837,9606.ENSP00000244007,9606.ENSP00000248572,9606.ENSP00000251849,9606.ENSP00000265563,9606.ENSP00000270517,9606.ENSP00000272519,9606.ENSP00000275493,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000348848,9606.ENSP00000349446,9606.ENSP00000352157,9606.ENSP00000359337,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000390651,9606.ENSP00000401399,9606.ENSP00000407586,9606.ENSP00000417273,9606.ENSP00000438492,9606.ENSP00000440005,9606.ENSP00000479606	FGF6,PLCG1,GNGT1,RAF1,PRKAR2A,ECSIT,RALB,EGFR,HSP90B1,PDIA3,PRKCB,PPP2R1B,CALR,HSPA5,GSK3B,P4HB,WDR45,ARG1,MAPK10,GABRA3,IL2RG,GRB2,IRAK4,MYD88,HRAS,NCK1,RAB40C,ARF1,CLTC
GO:0045202	Synapse	10	1351	0.58	0.0134	9606.ENSP00000244007,9606.ENSP00000275493,9606.ENSP00000282356,9606.ENSP00000305355,9606.ENSP00000324806,9606.ENSP00000352157,9606.ENSP00000359337,9606.ENSP00000407586,9606.ENSP00000438492,9606.ENSP00000440005	PLCG1,EGFR,CAMK4,PRKCB,GSK3B,MAPK10,GABRA3,HRAS,RAB40C,ARF1
GO:0033018	Sarcoplasmic reticulum lumen	2	10	2.01	0.0156	9606.ENSP00000299767,9606.ENSP00000320866	HSP90B1,CALR
GO:0030139	Endocytic vesicle	5	301	0.93	0.0186	9606.ENSP00000275493,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000320866,9606.ENSP00000479606	EGFR,HSP90B1,PDIA3,CALR,CLTC
GO:0005788	Endoplasmic reticulum lumen	5	308	0.92	0.0199	9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000327801	HSP90B1,PDIA3,CALR,HSPA5,P4HB
GO:0032991	Protein-containing complex	20	5073	0.31	0.0239	9606.ENSP00000244007,9606.ENSP00000248572,9606.ENSP00000265563,9606.ENSP00000275493,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000305355,9606.ENSP00000311344,9606.ENSP00000320866,9606.ENSP00000324173,9606.ENSP00000324806,9606.ENSP00000327801,9606.ENSP00000340944,9606.ENSP00000359337,9606.ENSP00000363318,9606.ENSP00000376345,9606.ENSP00000417273,9606.ENSP00000440005,9606.ENSP00000448665,9606.ENSP00000479606	PLCG1,GNGT1,PRKAR2A,EGFR,HSP90B1,PDIA3,PRKCB,PPP2R1B,CALR,HSPA5,GSK3B,P4HB,PTPN11,GABRA3,IL2RG,GRB2,NCK1,ARF1,DDIT3,CLTC
GO:0008180	COP9 signalosome	2	15	1.84	0.0277	9606.ENSP00000244007,9606.ENSP00000376345	PLCG1,GRB2
GO:0071682	Endocytic vesicle lumen	2	20	1.71	0.0452	9606.ENSP00000299767,9606.ENSP00000320866	HSP90B1,CALR
